event_id,event_year,event_date,event_title,event_summary,scope_type,scope_name,actors,tags,organizations,places,importance
1831,1946,"June 27, 1946","周恩来相关材料：Minutes of Meeting Between General Marshall and General Chou En-lai at 5 Ning Hai Road, Nanking, June 27, 1946, 1:30 p.m.","当时马歇尔将军不在,由吉勒姆将军领导. 马歇尔将军:你挪用了哪些租金?",person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处; 民盟,中国民主同盟; 国民党; 中国共产党; 美国国务院; 行政院,南京; 上海; 延安; 满洲,60
1832,1946,"June 3, 1946","周恩来相关材料：Minutes of Meeting Between General Marshall and General Chou En-lai at 5 Ning Hai Road, Nanking, June 3, 1946, 10:15 a.m.",马歇尔使团档案，Lot 54-D270〔文件500〕 马歇尔将军与周恩来将军会谈纪要，南京宁海路5号，1946年6月3日上午10时15分。 周恩来将军在会谈开始时询问马歇尔将军，是否听说委员长什么时候回来。,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处,,南京,40
1833,1946,"June 3, 1946",昆明暗杀事件引发的政治压力与外交关注,周恩来将军说，他愿先向马歇尔将军通报几件事。 马歇尔将军问“原定计划”指什么。,person,周恩来,周恩来; 马歇尔; 蒋介石,昆明暗杀; 马歇尔调处; 北平接触; 民盟,中国民主同盟; 国民党; 中国共产党,昆明; 北平; 南京; 重庆; 上海; 沈阳; 满洲; 天津,75
1834,1946,"June 3, 1946",北平接触与民盟人士沟通,马歇尔将军向周恩来将军详述这些细节，旨在让周将军明白，美国这项援华复兴计划，本质上是一个“要么做，要么不做”的选择。 马歇尔将军为促成中国获得沿海及内河航运能力付出了巨大努力，其投入程度几乎超过其他任何事项，因为若无此条件，中国便无法重新开放。,person,周恩来,罗隆基; 周恩来; 马歇尔,马歇尔调处; 北平接触,国民党; 中国共产党; 美国国务院,北平; 南京; 重庆; 上海; 满洲,70
1835,1946,"June 3, 1946","周恩来相关材料：Minutes of Meeting Between General Marshall and General Chou En-lai at 5 Ning Hai Road, Nanking, June 3, 1946, 10:15 a.m.",马歇尔将军说，谈到陈纳德将军这类个人的言论时，他只是回答说，陈纳德将军是一名退休军官，正试图通过同联合国善后救济总署签订合同来组织一支空运机队。 相反，总统在其对华政策中非常清楚地声明了愿望，并提出了实际上相当于建议的内容；据马歇尔将军理解，这将实现共产党所为之奋斗的目标。,person,周恩来,周恩来; 马歇尔,马歇尔调处,中国共产党,南京,45
1836,1946,"June 3, 1946",围绕政协决议和政府改组的调处,马歇尔将军把谈话拉回当前局势，说他对共产党进攻长春的行动深感苦恼和不安；同时，他也同样对中央政府在长春之外继续军事行动感到苦恼和不安。 马歇尔将军的目的，是尽其所能使当前局势得到解决。,person,周恩来,周恩来; 马歇尔; 蒋介石,政协; 马歇尔调处; 北平接触; 联合政府,国民党; 中国共产党; 政治协商会议,北平; 南京; 延安; 沈阳; 满洲,60
1837,1946,"June 3, 1946",北平接触与民盟人士沟通,马歇尔将军感谢周恩来的陈述。 他推想马歇尔会同意，在最初四个月中，共产党方面已经竭尽所能作出让步，以求解决东北问题。,person,周恩来,罗隆基; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,中国民主同盟; 国民党; 中国共产党,北平; 南京; 延安; 满洲,85
1838,1946,"June 3, 1946",北平接触与民盟人士沟通,”马歇尔将军说，他交给周恩来的草案，只是把委员长作为规定提出、而马歇尔部分持有异议的各种事项写成文字。 马歇尔说，他把副本给罗隆基博士，可能是一个错误，因为他对罗博士的做事方式了解不多。,person,周恩来,罗隆基; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 青年党; 美国国务院,北平; 南京; 延安; 沈阳; 满洲,85
1839,1945,"June 30, 1945",周恩来相关材料：The Ambassador in China (Hurley) to the Secretary of State,他诚挚希望国民党、共产党、民主同盟以及其他各方现在能作为爱国中国人走到一起，努力创造一个自由、统一、民主的中国。,person,周恩来,周恩来; 蒋介石,民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 美国国务院; 国民大会,重庆; 延安,35
1840,1946,"June 6, 1946",北平接触与民盟人士沟通,马歇尔使团档案，Lot 54-D270 [文件515] 马歇尔将军与周恩来将军会谈纪要，1946年6月6日晚8时，南京宁海路5号。 马歇尔将军讨论了周恩来赴延安旅行的安排。,person,周恩来,罗隆基; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,中国民主同盟; 国民党; 中国共产党,北平; 南京; 延安; 满洲,80
1841,1946,"June 9, 1946",围绕政协决议和政府改组的调处,马歇尔使团档案，第54-D270卷〔文件523〕 马歇尔将军与徐永昌将军会谈记录 南京宁海路5号，1946年6月9日下午4时。 马歇尔将军说，他正准备给徐永昌将军打电话时，收到了徐将军前来拜访的消息。,person,周恩来,周恩来; 马歇尔; 蒋介石,政协; 马歇尔调处; 民盟,中国民主同盟; 国民党; 中国共产党; 青年党; 政治协商会议,南京; 延安; 满洲,70
1842,1946,"June 9, 1946",北平接触与民盟人士沟通,马歇尔将军告诉他们，他与政治部分毫无关系，他们的委员会也不是以政治委员会的方式运作。 马歇尔将军只是想把这个想法转达给徐将军。,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触,国民党; 中国共产党,北平; 南京; 延安; 满洲,60
1843,1946,"June 9, 1946","周恩来相关材料：Minutes of Meeting Between General Marshall and General Hsu Yung-chang at 5 Ning Hai Road, Nanking, June 9, 1946, 4 p.m.",许将军感谢马歇尔将军关于州政府问题的解释。 马歇尔将军说，他认为政治上的复杂局面不可避免。,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处,国民政府; 国民党; 中国共产党; 美国国务院; 行政院,南京; 满洲,45
1844,1949,"June 9, 1949",北平接触与民盟人士沟通,00B/6-1040：电报〔文件446〕驻北平总领事（柯乐博）致国务卿。 北平，1949年6月9日下午3时〔6月10日上午9时23分收到〕。,person,周恩来,罗隆基; 张澜; 沈钧儒; 黄炎培; 章伯钧; 张东荪; 周恩来,政协; 北平接触; 联合政府; 民盟,中国民主同盟; 中国共产党; 政治协商会议; 美国国务院; 美国驻北平总领事馆,北平; 南京; 天津,80
1845,1947,"March 14, 1947",周恩来相关材料：The Ambassador in China (Stuart) to the Secretary of State,截至目前，共产党、民主同盟或左翼舆论机关如上海《文汇报》等尚无反应。 几天前，民主同盟发言人罗隆基向使馆一位可靠消息来源透露了民主同盟所代表圈子可能作何反应。,person,周恩来,罗隆基; 周恩来; 马歇尔; 司徒雷登,马歇尔调处; 民盟,中国民主同盟; 国民党; 中国共产党; 美国国务院,南京; 上海; 延安,65
1846,1946,"March 9, 1946",围绕政协决议和政府改组的调处,在中国，这种好感甚至扩展到许多国民党成员，尤其在民主同盟内部更是如此。 目前，共产党人似乎正在因其对俄国在东北活动保持沉默而疏离这种好感，并且直接落入CC系或其他对政协和军事整编方案不满的中国势力手中。,person,周恩来,周恩来; 马歇尔,政协; 马歇尔调处; 北平接触; 民盟,中国民主同盟; 国民党; 中国共产党; 政治协商会议; 美国驻华使馆,北平; 延安; 满洲,75
1847,1946,"May 10, 1946",周恩来相关材料：Memorandum by General Marshall to Generalissimo Chiang Kai-shek,马歇尔使团档案，Lot 54–D270 [文件第441号] 马歇尔将军致蒋介石委员长的备忘录 OSE 27 [南京，]1946年5月10日。,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处,中国共产党,南京; 重庆; 满洲,20
1848,1946,"May 10, 1946",周恩来相关材料：Memorandum by General Marshall to Generalissimo Chiang Kai-shek,"从民主同盟代表与我本人以及周恩来将军与我本人已经进行的对话来看,在东北改组政治委员会和经济委员会似乎会促进所有其他谈判。 马歇尔",person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处; 民盟,中国民主同盟; 国民政府; 中国共产党,沈阳; 满洲,40
1849,1946,"May 17, 1946",北平接触与民盟人士沟通,马歇尔使团档案，Lot 54-D270〔文件458〕 周恩来将军与马歇尔将军会谈纪要 南京，马歇尔将军官邸，1946年5月17日上午10时。 周将军前天从考吉上校处得知，政府方面现在似乎并不热心前往；如果马歇尔将军坚持，他们才会去。,person,周恩来,周恩来; 马歇尔,马歇尔调处; 北平接触,国民政府; 国民党; 中国共产党,北平; 南京; 满洲,55
1850,1946,"May 17, 1946",围绕政协决议和政府改组的调处,周将军说，这对他来说并非要紧问题；但他在想，如果今天能去，明晚便可同马歇尔将军谈话，因此他宁愿今天去。 马歇尔将军说，考伊上校认为，那个小组还没有乘吉普车从南通回来。,person,周恩来,周恩来; 马歇尔,政协; 马歇尔调处; 北平接触; 民盟,中国民主同盟; 国民党; 中国共产党; 政治协商会议,北平; 南京; 重庆; 延安; 满洲,75
1851,1946,"May 17, 1946",北平接触与民盟人士沟通,马歇尔将军表示，广播称淮安方面与执行小组失去联系。 马歇尔将军就此情况征求周将军的意见。,person,周恩来,罗隆基; 张君劢; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党,北平; 南京; 重庆; 满洲; 天津,85
1852,1946,"May 23, 1946","周恩来相关材料：Minutes of Meeting Between General Marshall and General Chou En-lai at 5 Ning Hai Road, Nanking, May 23, 1946, 6 p.m.",马歇尔使团档案，第54-D270卷〔文件471〕 马歇尔将军与周恩来将军会谈记录 南京宁海路5号，1946年5月23日下午6时。 马歇尔将军说，很抱歉迟到，因为他先同外交部长王世杰博士会谈，随后又会见了比利时大使。,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处; 民盟,中国民主同盟,南京; 延安; 沈阳; 满洲,55
1853,1946,"May 23, 1946","周恩来相关材料：Minutes of Meeting Between General Marshall and General Chou En-lai at 5 Ning Hai Road, Nanking, May 23, 1946, 6 p.m.",委员长并未就长春以及马歇尔将军所提出的军事方面作出明确表态。 不过，马歇尔的印象是，委员长并不持敌对态度。,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处,,南京; 延安; 沈阳,45
1854,1946,"May 23, 1946","周恩来相关材料：Minutes of Meeting Between General Marshall and General Chou En-lai at 5 Ning Hai Road, Nanking, May 23, 1946, 6 p.m.",马歇尔将军随后询问周将军，是否准备告诉他共产党是否会按马歇尔将军所提出的长春安排概要执行；也就是共产党部队撤出、军事调处执行部进入，以及中央政府军停止前进。 他说，他还必须知道，对于委员长提出并向马歇尔将军特别明确说明的三个条件，周将军能够作何答复。,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处,中国共产党,南京,45
1855,1946,"May 29, 1946",第三方面在国共之间寻求政治空间,马歇尔使团档案，Lot 54-D270〔文件489〕马歇尔将军与张君劢博士会谈纪要，马歇尔将军寓所，1946年5月29日下午5时。 马歇尔将军表示，双方对彼此都极度怀疑，而且这种怀疑在过去十天里有所增加。,person,周恩来,张君劢; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 第三方面; 联合政府; 民盟,中国民主同盟; 国民党; 中国共产党; 青年党; 国民大会,满洲,55
1856,1946,"May 30, 1946",北平接触与民盟人士沟通,马歇尔使团档案，Lot 54-D270〔文件491〕马歇尔将军与周恩来将军会谈纪要，南京宁海路5号，1946年5月30日下午6时。 马歇尔将军说，他中午收到委员长一封信，答复他前几天的来信。,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触,中国共产党,北平; 南京; 沈阳,55
1857,1946,"May 30, 1946",北平接触与民盟人士沟通,马歇尔将军表示，他想重申，他并不期望周恩来将军在这次会议上对他的草案作出答复。 委员长只是就美国军官问题做了一个笼统的陈述，其范围之广，马歇尔将军无法接受，并且他已向委员长指出，这给相关的美国人带来了一个非常棘手的问题。,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 青年党,北平; 南京; 重庆; 上海; 延安; 沈阳; 满洲,75
1858,1946,"May 30, 1946","周恩来相关材料：Minutes of Meeting Between General Marshall and General Chou En-lai at 5 Ning Hai Road, Nanking, May 30, 1946, 6 p.m.",关于周将军同马歇尔将军的关系，二人接触频繁，因此周将军了解马歇尔将军。 过去，马歇尔将军提出的要点，在周将军听取马歇尔将军说明其真实意图且该意图出于善意之后，大多可以接受。,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处,国民党; 中国共产党,南京; 满洲,45
1859,1946,"May 4, 1946",周恩来相关材料：Memorandum by General Chou En-lai to General Marshall,马歇尔使团文件，编号 Lot 54–D270 [文件第430号] 周恩来将军致马歇尔将军备忘录 南京，1946年5月4日 亲爱的马歇尔将军： 我获悉，委员长西安行营发言人在1946年5月1日17时，就委员长抵达该市一事向中央社发表了一项声明。 1946年4月29日，即您启程前夕，您向我传达了委员长的意见，即：（1）中国民主同盟的提议[39]他无法接受；（2）停火取决于中共军队撤出长春并由政府军占领,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处; 民盟,中国民主同盟; 中国共产党; 美国国务院,南京,35
1860,1946,"November 12, 1946",周恩来相关材料：The Ambassador in China (Stuart) to the Secretary of State,马歇尔将军的三人委员会昨天上午非正式会晤两小时，唯一结果是周恩来同意向延安请示，并亲自认真考虑一个军事方面无法同政治方面分割的问题。 过去十天交涉背后，是政府方面试图争取民主同盟和青年党参加国民大会，作为可能争取共产党也参加的第一步；相反，周恩来领导的共产党则竭力使这些党派保持在自己的影响范围内。,person,周恩来,周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 民盟,中国民主同盟; 中国共产党; 青年党; 美国国务院; 国民大会,南京; 延安,35
1861,1946,"November 13, 1946",周恩来相关材料：The Ambassador in China (Stuart) to the Secretary of State,先生：兹报告，自我上一封函件（1946年10月31日第232号）以来，所谓第三集团（由民主同盟、青年党及无党派领导人组成）一直积极试图在政府和共产党之间调停。 他们同马歇尔将军或我保持经常联系，我们也尽力鼓励他们。,person,周恩来,周恩来; 马歇尔; 司徒雷登,马歇尔调处; 民盟,中国民主同盟; 中国共产党; 青年党; 美国国务院; 国民大会,南京,55
1862,1946,"November 13, 1946",围绕政协决议和政府改组的调处,当晚，他又以同样方式拜访了马歇尔将军。 要么政府完全接受原政协决议作为程序基础，要么就什么也没有。,person,周恩来,周恩来; 马歇尔; 司徒雷登,政协; 马歇尔调处,国民党; 中国共产党; 政治协商会议,南京; 延安,60
1863,1946,"November 14, 1946",围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54-D270〔文件276〕马歇尔将军与周鲠生教授会谈纪要，南京宁海路5号，1946年11月14日上午10时。 具体说，如果共产党不参加，会发生什么？ 马歇尔将军：我很难估计中国方面的反应。,person,周恩来,周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处,国民政府; 国民党; 中国共产党; 青年党; 政治协商会议; 行政院; 国民大会,南京; 重庆; 上海,55
1864,1946,"November 19, 1946",第三方面在国共之间寻求政治空间,马歇尔使团档案，Lot 54-D270［文件285］马歇尔将军与罗忠恕、吴其玉、易教授会谈记录，南京马歇尔将军官邸，1946年11月19日上午11时。 马歇尔将军评论说，必须迅速建立某种组织，作为国民党和共产党之间的平衡力量。,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处; 第三方面; 民盟,中国民主同盟; 国民党; 中国共产党; 青年党,南京,35
1865,1946,"November 3, 1946",第三方面在国共之间寻求政治空间,马歇尔使团档案，Lot 54-D270［文件240］马歇尔将军与张君劢先生、罗隆基博士、叶笃义先生会谈记录，南京宁海路5号，1946年11月3日下午3时30分。 张先生向马歇尔将军报告说，他昨天下午见过委员长。,person,周恩来,罗隆基; 张君劢; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 第三方面,国民党; 中国共产党; 行政院; 国民大会,南京; 上海; 满洲,10
1866,1946,"November 8, 1946","周恩来相关材料：Minutes of Meeting Between General Marshall and Dr. Stuart at Dr. Stuart’s Residence, Nanking, November 8, 1946, 9:30 a.m.",马歇尔使团档案，Lot 54-D270〔文件250〕 马歇尔将军与司徒雷登博士会谈纪要 南京，司徒雷登博士寓所，1946年11月8日上午9时30分。 司徒雷登博士开场说，民主同盟成员曾拜访他并报告称，昨晚同周恩来将军会谈时，周将军表示对蒋介石本人完全轻蔑，并进一步表示，他认为共产党不应就蒋介石的八点提出答复。,person,周恩来,周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 民盟,中国民主同盟; 中国共产党; 国民大会,南京,55
1867,1946,"November 8, 1946","周恩来相关材料：Minutes of Meeting Between General Marshall and Dr. Stuart at Dr. Stuart’s Residence, Nanking, November 8, 1946, 9:30 a.m.",此时，马歇尔将军和司徒雷登博士仔细修改了此前为蒋介石起草的一份声明草案，并就一个改写本达成一致。 注66：周恩来，中国共产党同马歇尔将军谈判代表团负责人。,person,周恩来,周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处,国民党; 中国共产党; 美国国务院,南京; 华盛顿,45
1868,1946,"November 8, 1946",围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54–D270：电报〔第254号文件〕马歇尔将军致杜鲁门总统（注81）。 次日上午，民盟代表来访，征询我对当日下午会议议程的意见。,person,周恩来,周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 第三方面; 民盟,中国民主同盟; 国民党; 中国共产党; 政治协商会议; 美国国务院; 国民大会,南京,70
1869,1949,"October 1, 1949",北平接触与民盟人士沟通,01/10-149：电报［文件619］驻北平总领事柯乐博致国务卿。 北平，1949年10月1日。,person,周恩来,张澜; 沈钧儒; 黄炎培; 章伯钧; 张东荪; 周恩来; 蒋介石,政协; 北平接触,国民党; 政治协商会议; 美国国务院; 美国驻北平总领事馆,北平; 南京; 上海; 天津,25
1870,1946,"October 10, 1946","周恩来相关材料：Notes on Meeting Between General Marshall and General Yu Ta-wei at No. 5 Ning Hai Road, Nanking, October 10, 1946, 10:45 a.m.",马歇尔使团档案，Lot 54-D270〔文件174〕 马歇尔将军与俞大维将军会谈记录 南京，宁海路5号，1946年10月10日上午10时45分。 俞大维将军提到，他听说马歇尔将军到上海会见周恩来将军，但结果并不理想。,person,周恩来,周恩来; 马歇尔; 司徒雷登,马歇尔调处; 民盟,中国民主同盟; 青年党,南京; 上海,55
1871,1946,"October 10, 1946",围绕政协决议和政府改组的调处,马歇尔使团文件，Lot 54–D270：电报 [文件175] 马歇尔将军致杜鲁门总统 39 [南京，]1946年10月10日。 此外，讨论不应受限制，并且尚未对委员长10月2日的来函作出答复，因为中共一直希望马歇尔将军和司徒雷登博士能提供一些澄清局势的消息，最后表示，最新提议暗示局势没有太大变化。,person,周恩来,周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 青年党; 政治协商会议; 行政院; 国民大会,南京; 上海; 满洲,70
1872,1949,"October 11, 1949",北平接触与民盟人士沟通,01/10-1149：电报〔文件134〕 驻北平总领事（柯乐博）致国务卿 北平，1949年10月11日下午5时。 共产党人可能认为，这一争取承认本身在政治策略上已构成重要让步；可参见7月19日本馆第848号电中罗隆基关于共产党不会请求承认的说法。,person,周恩来,罗隆基; 周恩来,北平接触,中国共产党; 美国国务院; 美国驻北平总领事馆,北平,25
1873,1946,"October 14, 1946",周恩来相关材料：The Ambassador in China (Stuart) to the Secretary of State,10月13日南京报载，民主同盟秘书长梁漱溟于10月12日前往上海，试图说服周恩来将军接受一项妥协方案。 ” 陪同梁漱溟前往的政协主席团成员蒋匀田也声明，梁的说法也代表他的意见，因为政府已经发布召开国民大会的明令，而共产党不会派出代表。,person,周恩来,梁漱溟; 周恩来; 司徒雷登,政协; 民盟,中国民主同盟; 中国共产党; 政治协商会议; 美国国务院; 国民大会,南京; 上海,70
1874,1946,"October 15, 1946",围绕政协决议和政府改组的调处,〕 先生：谨提及我10月9日第182号公函，并简要报告马歇尔将军已详细报告过的我们调停努力的最新发展。 马歇尔将军前往上海会见周恩来将军，就其直接目的而言并无成果；但此举确使公众看到，他愿意在劝说努力中不惜走到任何程度。,person,周恩来,周恩来; 马歇尔; 司徒雷登,政协; 马歇尔调处; 民盟,中国民主同盟; 中国共产党; 政治协商会议; 美国国务院; 国民大会,南京; 上海,50
1875,1946,"October 17, 1946",周恩来相关材料：General Marshall to President Truman,马歇尔使团档案，第54-D270卷〔文件199〕 马歇尔将军致杜鲁门总统 〔南京，〕1946年10月17日。 总统先生： 自我10月10日第1627号电以来，司徒雷登博士频繁会见政府官员、民主同盟主要成员、中国青年党主要成员，以及著名无党派人士。,person,周恩来,周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 青年党; 美国国务院; 国民大会,南京; 上海; 满洲,55
1876,1946,"October 17, 1946",北平接触与民盟人士沟通,马歇尔使团档案，第54-D270卷〔文件200〕 马歇尔将军与梁漱溟先生、叶笃义先生会谈记录 马歇尔将军寓所，南京，1946年10月17日下午4时20分。 张先生告诉他，第三方面集团成员，即无党派集团、中国青年党和民主同盟成员，今天上午开会讨论委员长的声明。,person,周恩来,梁漱溟; 张君劢; 周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 第三方面; 北平接触; 民盟,中国民主同盟; 国民党; 中国共产党; 青年党; 民主社会党,北平; 南京; 上海,70
1877,1949,"October 17, 1949",北平接触与民盟人士沟通,633/10-1749：电报〔文件1217〕驻北平总领事（柯乐博）致国务卿。 北平，1949年10月17日上午1时〔上午5时32分收到〕。,person,周恩来,罗隆基; 周恩来,北平接触; 民盟,中国民主同盟; 国民党; 中国共产党; 美国国务院; 美国驻北平总领事馆,北平; 南京; 沈阳,80
1878,1946,"October 2, 1946",周恩来相关材料：Memorandum by Generalissimo Chiang Kai-shek to General Marshall,马歇尔使团档案，Lot 54-D270［文件140］蒋介石委员长致马歇尔将军备忘录［译文］。,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处,中国共产党,南京,40
1879,1946,"October 2, 1946",围绕政协决议和政府改组的调处,马歇尔使团档案，第54-D270卷〔文件172〕 周恩来将军致马歇尔将军备忘录 上海，1946年10月9日。 亲爱的马歇尔将军： 你1946年10月2日的 OSE 479 号备忘录已经收到。,person,周恩来,周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 民盟,中国民主同盟; 中国共产党; 政治协商会议; 行政院; 国民大会,上海; 满洲,70
1880,1946,"October 2, 1946",围绕政协决议和政府改组的调处,如果相反，政府当局只是空谈政治解决和执行政协决议，实际上却把一切导向军事解决和推翻政协决议，甚至不惜诉诸内战和独裁来强迫全国分裂，那么中国共产党将感到自己被迫进行坚决反对，直至最后。,person,周恩来,周恩来; 马歇尔,政协; 马歇尔调处,中国共产党; 政治协商会议,,60
1881,1946,"October 20, 1946",第三方面在国共之间寻求政治空间,马歇尔使团档案，Lot 54-D270［文件205］马歇尔将军与王世杰博士会谈纪要，南京宁海路5号，1946年10月20日晚7时。 王博士开场告诉马歇尔将军，周恩来将军和第三方面成员已决定星期一返回南京。,person,周恩来,周恩来; 马歇尔; 蒋介石,马歇尔调处; 第三方面; 民盟,中国民主同盟; 中国共产党; 美国驻华使馆; 国民大会,南京; 上海; 延安; 满洲,35
1882,1946,"October 22, 1946",围绕政协决议和政府改组的调处,马歇尔使团档案，第54-D270卷〔文件209〕 马歇尔将军、司徒雷登博士与第三方面成员会谈记录 大使官邸，南京，1946年10月22日上午10时45分。 出席方面：民主同盟、中国青年党、无党派人士。,person,周恩来,罗隆基; 张君劢; 周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 第三方面; 民盟,中国民主同盟; 国民党; 中国共产党; 青年党; 政治协商会议; 国民大会,南京; 上海; 延安,80
1883,1946,"October 25, 1946",围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54-D270 [文件218] 马歇尔将军、司徒雷登博士、缪云台先生、曾琦先生、罗隆基博士和李先生在南京美国大使馆会谈纪要，1946年10月25日上午10时45分。 罗博士开会时说，第三方面集团现在已经取得政府方面（来自孙科博士和王世杰博士）对共产党就政府八项建议所提出七个政治要点或问题的反应。,person,周恩来,罗隆基; 周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 第三方面; 民盟,中国民主同盟; 国民党; 中国共产党; 政治协商会议; 美国驻华使馆; 行政院; 国民大会,南京; 满洲,80
1884,1946,"October 25, 1946",第三方面在国共之间寻求政治空间,罗隆基博士随后询问马歇尔将军，委员长何时返回南京。 马歇尔将军说，他前一天已同陈诚将军谈过此事，并且相当确信委员长会按原定计划在星期六或星期日返回。,person,周恩来,罗隆基; 周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 第三方面,中国共产党; 青年党; 美国驻华使馆,南京,55
1885,1946,"October 26, 1946",第三方面在国共之间寻求政治空间,马歇尔使团档案，Lot 54-D270〔文件222〕 马歇尔将军致杜鲁门总统 〔南京〕1946年10月26日。 总统先生：自我10月17日第1663号电以来，由民主同盟、中国青年党和政治上活跃的无党派人士组成的所谓第三方面集团，已派出一个重要代表团到南京，充当谈判中介。,person,周恩来,周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 第三方面; 民盟,中国民主同盟; 中国共产党; 青年党; 国民大会,南京; 上海,55
1886,1946,"October 26, 1946",第三方面在国共之间寻求政治空间,司徒雷登博士和我本周实际上避开谈判，努力把第三方面和孙科博士推到公众前台。 与此同时，第三方面成员一直向我们报告并同我们磋商。,person,周恩来,周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 第三方面,中国共产党,南京; 延安; 满洲,45
1887,1946,"October 27, 1946",第三方面在国共之间寻求政治空间,马歇尔使团档案，Lot 54-D270［文件224］马歇尔将军与三名第三方面代表罗隆基、缪云台、李璜会谈纪要，南京宁海路5号，1946年10月27日下午5时20分。 罗隆基先生告诉马歇尔将军，由于国民党军队最近攻占安东，第三方面的谈判目前正面临危机。,person,周恩来,罗隆基; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 第三方面,国民党; 中国共产党,南京; 上海; 延安,10
1888,1946,"October 29, 1946",围绕政协决议和政府改组的调处,"马歇尔任务档案,第54–D270号[第226号文件] 关于马歇尔将军和司徒雷登博士在美国大使馆会面的说明,南京,1946年10月29日,上午10时45分,南京,1946年10月29日,上午10时45分,司徒雷登博士报告说,第三方面集团向将军递交了下列提案:""第三方面集团提案和平是中央政府的一贯目标,停止敌对行动一直是它的希望. 全国的地方行政工作,应当由改组后的国务院根据政协及和平重建决议安排.",person,周恩来,罗隆基; 梁漱溟; 黄炎培; 章伯钧; 张君劢; 周恩来; 马歇尔; 司徒雷登,政协; 马歇尔调处; 第三方面,国民党; 中国共产党; 政治协商会议; 美国国务院; 美国驻华使馆; 行政院; 国民大会,南京; 上海; 满洲,25
1889,1946,"October 3, 1946","周恩来相关材料：Notes on Meeting Between General Marshall and Dr. Stuart at No. 5 Ning Hai Road, Nanking, October 3, 1946, 10 a.m.",马歇尔将军告知司徒雷登博士，自今晨收到司徒雷登博士的信息以来，他一直在考虑究竟应告诉王炳南先生什么。 马歇尔将军认为，政府已经利用美国调停为自己谋利，而且只要他允许政府这样蒙混过去，政府就会继续把美国调停作为其军事行动的遮盖。,person,周恩来,周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 民盟,中国民主同盟; 中国共产党; 国民大会,南京; 上海,60
