id,scope_type,scope_slug,scope_name,page_id,event_date,event_year,event_title,event_summary,actors,tags,places,organizations,importance
1396,person,lo-lung-chi,罗隆基,309,"October 27, 1947",1947,罗隆基相关材料：The Ambassador in China (Stuart) to the Secretary of State,最近政府报刊对民主同盟的攻击加剧，已使民盟领导人确信，彻底镇压民盟已迫在眉睫（使馆10月22日第1064号函）。 民主同盟把这解释为针对自己的措施，并预期11月1日起将出现一波逮捕。,罗隆基; 司徒雷登; 蒋介石,民盟,南京; 满洲,中国民主同盟; 国民党; 中国共产党; 美国国务院; 行政院,65
1397,person,lo-lung-chi,罗隆基,226,"October 28, 1946",1946,第三方面在国共之间寻求政治空间,马歇尔使团档案，Lot 54-D270〔文件225〕马歇尔将军、张君劢先生、罗隆基博士会谈记录，南京宁海路5号，1946年10月28日上午10时30分。 张君劢先生谈到昨日下午罗隆基先生参加的会议时说，他认为第三方面取得共产党参加国民大会代表名单，并将其提交政府，是最重要的事情。,罗隆基; 张君劢; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 第三方面,南京; 满洲,中国共产党; 行政院; 国民大会,50
1398,person,lo-lung-chi,罗隆基,227,"October 28, 1946",1946,围绕政协决议和政府改组的调处,罗隆基博士强调，共产党主要希望按照政协程序执行政协决议，并保护政协决议，不允许作出不能接受的修改。 马歇尔将军强调，这正是他昨天谈到的问题，即程序。,罗隆基; 张君劢; 马歇尔; 蒋介石,政协; 马歇尔调处; 第三方面; 联合政府; 民盟,南京; 上海; 满洲,中国民主同盟; 国民政府; 国民党; 中国共产党; 政治协商会议; 行政院; 国民大会,85
1399,person,lo-lung-chi,罗隆基,311,"October 28, 1947",1947,罗隆基相关材料：The Ambassador in China (Stuart) to the Secretary of State,上海下午报报道说，民主同盟领导人罗隆基藏身于美国大使馆。,罗隆基; 司徒雷登,民盟,南京; 上海,中国民主同盟; 美国国务院; 美国驻华使馆,45
1400,person,lo-lung-chi,罗隆基,228,"October 29, 1946",1946,围绕政协决议和政府改组的调处,"马歇尔任务档案,第54–D270号[第226号文件] 关于马歇尔将军和司徒雷登博士在美国大使馆会面的说明,南京,1946年10月29日,上午10时45分,南京,1946年10月29日,上午10时45分,司徒雷登博士报告说,第三方面集团向将军递交了下列提案:""第三方面集团提案和平是中央政府的一贯目标,停止敌对行动一直是它的希望. 全国的地方行政工作,应当由改组后的国务院根据政协及和平重建决议安排.",罗隆基; 梁漱溟; 黄炎培; 章伯钧; 张君劢; 周恩来; 马歇尔; 司徒雷登,政协; 马歇尔调处; 第三方面,南京; 上海; 满洲,国民党; 中国共产党; 政治协商会议; 美国国务院; 美国驻华使馆; 行政院; 国民大会,25
1401,person,lo-lung-chi,罗隆基,229,"October 30, 1946",1946,第三方面在国共之间寻求政治空间,孙科在此亦指出，政府希望将'五五宪草'视为正式草案，因为政治协商会议宪草审议委员会没有足够时间制定出各方均能接受的政协宪草最终版本。 孙科称，根据政协决议，应先改组国务委员会，随后再调整行政院。,罗隆基; 司徒雷登,政协; 马歇尔调处; 第三方面; 民盟,南京; 满洲,中国民主同盟; 国民政府; 国民党; 中国共产党; 政治协商会议; 美国国务院; 行政院; 国民大会,40
1402,person,lo-lung-chi,罗隆基,400,"October 30, 1949",1949,北平接触与民盟人士沟通,安格斯·沃德：电报〔文件1228〕 驻北平总领事（柯乐博）致国务卿 北平，1949年10月30日中午。,周恩来,北平接触,北平,美国国务院; 美国驻北平总领事馆,15
1403,person,lo-lung-chi,罗隆基,401,"October 30, 1949",1949,北平接触与民盟人士沟通,昨晚会见某人，据其报告，罗隆基曾担心直接同周恩来提出沈阳问题，但通过间接询问取得若干信息；这些信息被某人认为可靠，显示关于沈阳的政策已经确定，几乎无法改变。 该人说（无疑以罗隆基为背景），周恩来在中国本部和东北所行使的权力有所不同。,罗隆基; 周恩来,北平接触,北平; 沈阳; 满洲,中国共产党; 美国国务院; 美国驻北平总领事馆,30
1404,person,lo-lung-chi,罗隆基,314,"October 31, 1947",1947,罗隆基相关材料：The Ambassador in China (Stuart) to the Secretary of State,过去两天内，政府对中国民主同盟的压力明显减轻，可能是由于本馆已表示关注此事（见10月27日本馆第2146号电最后一段）。 虽然尚未发生逮捕，南京的民盟领导人仍处于警方监视之下。,罗隆基; 黄炎培; 司徒雷登; 蒋介石,民盟,南京; 上海,中国民主同盟; 中国共产党; 美国国务院; 行政院,65
1405,person,lo-lung-chi,罗隆基,316,"October 31, 1947",1947,昆明暗杀事件引发的政治压力与外交关注,大使谨随函附上一份会谈备忘录，记录1947年10月28日两名使馆官员同民盟罗隆基博士的谈话。 该备忘录表达了罗博士对国民政府宣布民盟为非法组织之命令的关切，并重申其关于联合政府的总体方案，认为这是解决中国当前问题的唯一可行办法。,罗隆基; 司徒雷登; 蒋介石,昆明暗杀; 第三方面; 联合政府; 民盟,昆明; 南京,中国民主同盟; 国民政府; 国民党; 中国共产党; 美国国务院; 美国驻华使馆,80
1406,person,lo-lung-chi,罗隆基,408,"October 8, 1949",1949,北平接触与民盟人士沟通,9111RR/10-849：电报〔文件125〕 驻北平总领事（柯乐博）致国务卿 北平，1949年10月8日下午1时。 注4：民主同盟领导人。,蒋介石,北平接触; 民盟,北平,中国民主同盟; 国民党; 中国共产党; 美国国务院; 美国驻北平总领事馆,70
1407,person,lo-lung-chi,罗隆基,171,"September 11, 1946",1946,罗隆基相关材料：The Ambassador in China (Stuart) to the Secretary of State,"以下是上海第956号电文（9月7日），供国务院参考： ""中国民主同盟的罗隆基批评了由司徒雷登大使主持的新设小组委员会，理由如下：（一）民盟未获代表权；（二）此举降低了政治协商会议的重要性；（三）意味着美国干涉中国内政。 9月3日《联合日报》晚刊刊登了一篇相关新闻文章，引述民盟政协代表沈钧儒的话，对美国当局的诚意表示怀疑，并指责其蒙蔽公众，使公众相信和谈正在进行，而美国却奉行'野蛮政策，继续在中国煽动内战'。",罗隆基; 沈钧儒; 周恩来; 司徒雷登,政协; 民盟,南京; 上海,中国民主同盟; 中国共产党; 政治协商会议; 美国国务院,80
1408,person,lo-lung-chi,罗隆基,175,"September 12, 1946",1946,围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54-D270［文件86］马歇尔将军与司徒雷登博士会谈纪要，南京宁海路5号，1946年9月12日晚7时。 司徒雷登博士说，他此次来访的目的，是向马歇尔将军通报当天午后同周将军会谈的结果。,罗隆基; 周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处,南京,中国共产党; 政治协商会议; 行政院,25
1409,person,lo-lung-chi,罗隆基,16,"September 22, 1944",1944,昆明暗杀事件引发的政治压力与外交关注,］先生：关于昆明总领事馆1944年7月14日第51号函，以及使馆1944年8月23日第2900号函所述民主同盟（旧称中国民主政团同盟）及其他反对国民政府和国民党的力量之活动，兹随函附上1944年9月13日昆明领事菲利普·D. 该信转来《民主同盟政治原则草案》译文。,罗隆基,昆明暗杀; 民盟,昆明; 重庆; 成都; 桂林,中国民主同盟; 国民政府; 国民党; 美国国务院,80
1410,person,lo-lung-chi,罗隆基,385,"September 27, 1949",1949,北平接触与民盟人士沟通,93/9-2749：电报〔文件612〕 驻北平总领事（柯乐博）致国务卿 北平，1949年9月27日上午10时。 9月24日，司徒雷登大使所认识的陶履恭告知我，他最近会见了罗隆基；罗隆基于9月20日同毛泽东谈过话。,罗隆基; 司徒雷登,北平接触,北平; 重庆,国民党; 中国共产党; 美国国务院; 美国驻北平总领事馆,65
1411,person,lo-lung-chi,罗隆基,386,"September 27, 1949",1949,北平接触与民盟人士沟通,陶还转达了罗隆基的一个建议：如果美国人避免公开宣布支持中国民主人士，将会有所帮助。 陶又说，原本曾拟设一个由周恩来主持、罗隆基和张东荪参加的外交关系委员会，但白皮书发表后，该计划已被放弃。,罗隆基; 张东荪; 周恩来,政协; 北平接触,北平; 香港,国民党; 中国共产党; 政治协商会议; 美国驻北平总领事馆,70
1412,person,lo-lung-chi,罗隆基,387,"September 27, 1949",1949,北平接触与民盟人士沟通,顺便指出，罗隆基在政治协商会议中确实已被绕开，而由七旬老人沈钧儒居于前台；但这似乎完全符合共产党的一贯政策，即推出完全服从共产党路线的第二党派人士出面讲话（另有报告称，罗曾向共产党人主张维持同苏联以外其他国家的良好关系）。 75 民盟领导人。,罗隆基; 沈钧儒; 司徒雷登,政协; 北平接触; 民盟,北平; 南京; 华盛顿,中国民主同盟; 中国共产党; 政治协商会议; 美国国务院; 美国驻北平总领事馆,85
1413,person,lo-lung-chi,罗隆基,388,"September 29, 1949",1949,北平接触与民盟人士沟通,陶为司徒雷登大使友人，现住在北平傅泾波家中，今日稍晚来访。 陶说，他数日前在北平同罗隆基（民主同盟）谈过。,罗隆基; 司徒雷登; 蒋介石,政协; 北平接触; 民盟,北平; 沈阳; 满洲; 天津,中国民主同盟; 国民政府; 中国共产党; 政治协商会议; 美国国务院,80
1414,person,lo-lung-chi,罗隆基,411,"September 6, 1949",1949,北平接触与民盟人士沟通,随着共产党向征服大陆和占领台湾对岸海岸推进，共产党以及第三方面人士对我方政策的疑虑，也越来越集中于这样一种怀疑：即我们现在和将来在台湾的行动，意在积极促进对中共的武装反对；即使不是通过支持蒋介石，也会通过其他方式，如政变、日本雇佣兵、美国海军基地、陈纳德飞行员等。 总领事馆从几个消息灵通来源获悉，罗隆基抵达北平后曾同毛泽东长谈。,罗隆基; 蒋介石,第三方面; 北平接触; 民盟,北平; 南京; 上海,中国民主同盟; 国民党; 中国共产党; 美国国务院,80
1415,person,chang-lan,张澜,41,19 December 1945,1945,围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54–D270〔第560号文件〕谢普利先生（注39）致马歇尔将军备忘录。 马歇尔将军： 依据目前所掌握的情报，拜罗德上校（注40）与本人已就中国的政治局势作出一个初步判断。,张澜; 周恩来; 马歇尔; 蒋介石,政协; 马歇尔调处; 联合政府; 民盟,南京; 重庆; 延安,中国民主同盟; 国民党; 中国共产党; 政治协商会议; 美国驻华使馆; 行政院; 国民大会,80
1416,person,chang-lan,张澜,1053,1941/01/24 ~ 1941/01/24,1941,张澜相关材料：张澜黄炎培等呈蒋中正关于国民参政会此次开会建议邀请中央出席完成行宪手续等意见，宋庆龄等呈蒋中正请审慎处理新四军问题,张澜黄炎培等呈蒋中正关于国民参政会此次开会建议邀请中央出席完成行宪手续等意见，宋庆龄等呈蒋中正请审慎处理新四军问题,张澜; 黄炎培,,,,15
1417,person,chang-lan,张澜,1051,1942/00/00 ~ 1942/00/00,1942,张澜相关材料：张澜等提实现民主以加强抗战力量树立建国基础案，张九如等提厉行裁并骈枝机关节减公帑充实军需并增进行政效率案,张澜等提实现民主以加强抗战力量树立建国基础案，张九如等提厉行裁并骈枝机关节减公帑充实军需并增进行政效率案,张澜,,,,15
1418,person,chang-lan,张澜,1052,1943/00/00 ~ 1943/00/00,1943,张澜相关材料：摘录张澜撰中国需要真正民主政治,摘录张澜撰中国需要真正民主政治,张澜,,,,15
1419,person,chang-lan,张澜,1063,1945/09/06 ~ 1945/09/06,1945,张澜相关材料：戴笠叶秀峰张镇呈蒋中正共党徐水王若飞毛泽东张澜对国共谈判宣传汇报,戴笠叶秀峰张镇呈蒋中正共党徐水王若飞毛泽东张澜对国共谈判宣传汇报,张澜,,,,15
1420,person,chang-lan,张澜,855,1946-01-11,1946,第三方面在国共之间寻求政治空间,** **希腊组建联合政府** 会议——即政治协商会议——的主要任务将是试图调和两大主要政党——中国国民党与中国共产党——之间的分歧，并解决其他重大的国家问题。 会议共有38名代表，其中包括：国民党代表八名，共产党代表七名，青年党代表五名，中国民主同盟代表九名，以及无党派社会贤达九名。,罗隆基; 张澜; 梁漱溟; 沈钧儒; 黄炎培; 章伯钧; 张君劢; 张东荪,政协; 第三方面; 联合政府; 民盟,重庆; 延安,中国民主同盟; 国民党; 中国共产党; 青年党; 政治协商会议,65
1421,person,chang-lan,张澜,840,1946-02-26,1946,北平接触与民盟人士沟通,**北平约两千人举行群众大会，谴责“俄国帝国主义”，并指控共产党为“苏联工具”** （美联社讯）据莫斯科电台今日援引雅典报道称，希腊共产党已宣布将不参加即将举行的…… **“总统”办公室致“共党”报纸函件全文——2月22日新闻** 该函件显然显示反共情绪，并企图破坏盟国间的团结与政治协商会议的威望。 那么，我们又怎能谈论政治民主与盟国合作呢？ “这些暴行……损害了政府的尊严……” **民盟就2月22日暴徒袭击其报社事件向政府提出抗议** 中国民主同盟已就2月22日暴徒闯入其报纸《光明报》营业部一事向政府提出抗议。,张澜; 蒋介石,政协; 北平接触; 民盟,北平; 重庆; 满洲,中国民主同盟; 中国共产党; 政治协商会议,85
1422,person,chang-lan,张澜,853,1946-08-23,1946,张澜相关材料：China Mail 1946-08-23 · 张澜（民盟主席）相关报道,《大公报》今日报道，76岁的中国民主同盟领袖张澜在四川省成都遭到袭击和殴打。 报道称，张澜是在参加两位著名民盟成员的追悼会后遭到袭击的。,张澜; 司徒雷登; 蒋介石,民盟,南京; 上海; 香港; 延安; 满洲; 成都; 华盛顿,中国民主同盟; 国民党; 中国共产党,50
1423,person,chang-lan,张澜,888,1946/07/16 ~ 1946/07/16,1946,张澜相关材料：青海省参议会议长马元海等电国民政府主席蒋中正请对中国民主同盟主席张澜等荒谬言论予以纠正并转电美国说明真象以正是非,青海省参议会议长马元海等电国民政府主席蒋中正请对中国民主同盟主席张澜等荒谬言论予以纠正并转电美国说明真象以正是非,张澜,民盟,,中国民主同盟; 国民政府,30
1424,person,chang-lan,张澜,1041,1946/07/16 ~ 1947/06/16,1946,张澜相关材料：青海省参议会等呈请纠正张澜反美对华货款言论，四川省参议会呈请建设衡阳为抗战纪念城，长春市临时参议会呈请取消中央不利民生之骈枝机构，改善平津及华北各项措施,青海省参议会等呈请纠正张澜反美对华货款言论，四川省参议会呈请建设衡阳为抗战纪念城，长春市临时参议会呈请取消中央不利民生之骈枝机构，改善平津及华北各项措施,张澜,,,,15
1425,person,chang-lan,张澜,890,1946/07/22 ~ 1946/07/22,1946,张澜相关材料：四川省参议会议长向传义等电国民政府为山东省参议会电以中国民主同盟主席张澜等致电美国反对对华任何贷款请予以驳斥并转电美国说明真像,四川省参议会议长向传义等电国民政府为山东省参议会电以中国民主同盟主席张澜等致电美国反对对华任何贷款请予以驳斥并转电美国说明真像,张澜,民盟,,中国民主同盟; 国民政府,30
1426,person,chang-lan,张澜,891,1946/08/02 ~ 1946/08/02,1946,张澜相关材料：国民政府文官处函四川省参议会关于山东省参议会电以中国民主同盟主席张澜等致电美国反对对华任何贷款请予以驳斥并转电美国说明真像一案业奉主席阅悉,国民政府文官处函四川省参议会关于山东省参议会电以中国民主同盟主席张澜等致电美国反对对华任何贷款请予以驳斥并转电美国说明真像一案业奉主席阅悉,张澜,民盟,,中国民主同盟; 国民政府,30
1427,person,chang-lan,张澜,889,1946/08/03 ~ 1946/08/03,1946,张澜相关材料：国民政府文官处函青海省参议会关于电请对中国民主同盟主席张澜等荒谬言论予以纠正并转电美国说明真象以正是非一案业奉主席阅悉,国民政府文官处函青海省参议会关于电请对中国民主同盟主席张澜等荒谬言论予以纠正并转电美国说明真象以正是非一案业奉主席阅悉,张澜,民盟,,中国民主同盟; 国民政府,30
1428,person,chang-lan,张澜,892,1946/08/07 ~ 1946/08/07,1946,张澜相关材料：浙江省临时参议会议长朱献文等电国民政府为中国民主同盟主席张澜等致电美国民主党议员反对盟邦对华增进友谊之所为祈赐纠正,浙江省临时参议会议长朱献文等电国民政府为中国民主同盟主席张澜等致电美国民主党议员反对盟邦对华增进友谊之所为祈赐纠正,张澜,民盟,,中国民主同盟; 国民政府,30
1429,person,chang-lan,张澜,893,1946/08/21 ~ 1946/08/21,1946,张澜相关材料：国民政府文官处函浙江省临时参议会关于贵会电为中国民主同盟主席张澜等致电美国民主党议员反对盟邦对华增进友谊之所为祈赐纠正一案已奉主席阅悉,国民政府文官处函浙江省临时参议会关于贵会电为中国民主同盟主席张澜等致电美国民主党议员反对盟邦对华增进友谊之所为祈赐纠正一案已奉主席阅悉,张澜,民盟,,中国民主同盟; 国民政府,30
1430,person,chang-lan,张澜,1081,1946/10/02 ~ 1946/10/02,1946,张澜相关材料：张澜等电蒋中正恳请停止国共内战举行国民大会制定宪法以促进国家和平统一完成民主宪政,张澜等电蒋中正恳请停止国共内战举行国民大会制定宪法以促进国家和平统一完成民主宪政,张澜,,,国民大会,15
1431,person,chang-lan,张澜,1039,1946/10/04 ~ 1946/10/04,1946,张澜相关材料：张澜等电国民政府为胪陈对召开国民大会各党派代表名额分配之疑议及今后和平建国之意见,1946年9月9日，中国民主同盟主席张澜等人联名向国民政府递交正式呈文。 此时正值抗战胜利后、国共内战一触即发的关键历史转折期，民盟作为和平建国、民主协商的第三力量，极力争取多党协商、和平建国的空间。,张澜,民盟,,中国民主同盟; 国民政府; 国民大会,30
1432,person,chang-lan,张澜,837,1947-10-30,1947,张澜相关材料：China Mail 1947-10-30 · 民盟「非法」事件后,接管中国民主同盟总部，民盟成员被置于警方监视之下。 民盟大楼此前曾由中共人员占用，目前正受到监视，但迄今尚无逮捕报告。,张澜,民盟,南京; 香港,中国民主同盟; 国民党; 中国共产党; 国民大会,70
1433,person,chang-lan,张澜,838,1947-11-05,1947,北平接触与民盟人士沟通,** 据称，中国民主同盟主席张澜将在未来46小时内宣布民盟自动解散。 行政院院长同时豁免了民盟成员根据新法令进行登记的义务。,张澜,北平接触; 民盟,北平; 南京,中国民主同盟; 国民党; 中国共产党; 行政院,65
1434,person,chang-lan,张澜,914,1947/05/14 ~ 1947/05/14,1947,张澜相关材料：张群呈蒋中正民主同盟张澜函请承认民主同盟之合法地位,张群呈蒋中正民主同盟张澜函请承认民主同盟之合法地位,张澜,民盟,,中国民主同盟,30
1435,person,chang-lan,张澜,1065,1947/10/13 ~ 1947/10/13,1947,张澜相关材料：据上海大公报张澜谈话请饬祝绍周呈报杜斌丞勾结匪军证据以便反驳,据上海大公报张澜谈话请饬祝绍周呈报杜斌丞勾结匪军证据以便反驳,张澜,,上海,,15
1436,person,chang-lan,张澜,1069,1947/12/19 ~ 1947/12/19,1947,张澜相关材料：保密局等呈蒋中正为李济琛郭沫若等积极筹组民主阵线并发表谬论及张君劢与张澜孙宝毅晤谈内容等情报提要等四则,保密局等呈蒋中正为李济琛郭沫若等积极筹组民主阵线并发表谬论及张君劢与张澜孙宝毅晤谈内容等情报提要等四则,张澜; 张君劢,,,,15
1437,person,chang-lan,张澜,664,1948-12-30,1948,北平接触与民盟人士沟通,在完成随州和北平附近的两场军事行动后，国民党将不再拥有骨干力量。 香港、上海、北平、天津等大城市的民主党派和团体以及人民组织的领导人，已经或即将打着政治协商会议和民主联合政府的旗号来到我方区域。,罗隆基; 张澜,政协; 北平接触; 联合政府; 民盟,北平; 上海; 香港; 满洲; 天津,中国民主同盟; 国民党; 政治协商会议,65
1438,person,chang-lan,张澜,918,1948/06/07 ~ 1948/06/07,1948,张澜相关材料：保密局呈蒋中正有关张澜黄炎培罗隆基等函示民主同盟港方左倾分子意见,保密局呈蒋中正有关张澜黄炎培罗隆基等函示民主同盟港方左倾分子意见,罗隆基; 张澜; 黄炎培,民盟,,中国民主同盟,30
1439,person,chang-lan,张澜,1002,1948/06/16 ~ 1948/06/16,1948,张澜相关材料：毛人凤呈蒋中正查张澜致函沈钧儒等须积极标明民盟一贯政策与坚守独立立场以消除国内外猜疑误解等情,毛人凤呈蒋中正查张澜致函沈钧儒等须积极标明民盟一贯政策与坚守独立立场以消除国内外猜疑误解等情,张澜; 沈钧儒,民盟,,中国民主同盟,30
1440,person,chang-lan,张澜,1071,1948/10/01 ~ 1948/10/01,1948,张澜相关材料：保密局等呈蒋中正报告沈钧儒等函张澜等报告有关新政协问题及青年党民社党农民党近与共党接触有试探参加新政协企图等各党派动态情报提要四则,保密局等呈蒋中正报告沈钧儒等函张澜等报告有关新政协问题及青年党民社党农民党近与共党接触有试探参加新政协企图等各党派动态情报提要四则,张澜; 沈钧儒,政协,,青年党; 政治协商会议,30
1441,person,chang-lan,张澜,854,1949-01-07,1949,北平接触与民盟人士沟通,北平方面报道称，华北总司令傅作义将军今日下令，再次向中共区域空投载有和平提议的传单。,张澜; 沈钧儒; 蒋介石,北平接触,北平; 南京; 上海,国民党; 中国共产党,50
1442,person,chang-lan,张澜,667,1949-01-10,1949,北平接触与民盟人士沟通,在向他转达第0100号电报的内容并阅读书面译文后，毛泽东表示，我们的计划如下： 在占领北平（北京）后，召开协商会议，随后组建联合政府。 我打算于2月底返回，以便在3月召开中共七届二中全会，随后于4月举行协商会议；但最好休息一个月，充分准备后于5月举行，进而在夏季组建联合政府。,罗隆基; 张澜; 黄炎培; 蒋介石,北平接触; 联合政府,北平; 南京; 上海,国民党; 中国共产党; 国民大会,50
1443,person,chang-lan,张澜,420,1949-02-16,1949,张澜相关材料：POLITICAL INFORMATION:  PSEUDONYMS USED BY CHINESE COMMUNISTS IN REFERRING TO VARIOUS PUBLIC FIGURES,Soong) | | 衡谷 (Heng Cru) | 张澜 (Chang Lan) | | 欧雷 (Ore) | 罗隆基 (Lo Lung-chi) | | 何九公 (Ho Chiu Kung Ten) | 李宗仁 (Li Tsung-jen) | | 灵公 (ling Kung) / 仁教 (Jen Chiao) | 李济深 (Li Chi-shen) | | 李金 (L chin) | 张君劢 (Chang Chiung-pat) | | 饶云 (Jao Yun) / 饶恒 (lao Heng) | 沈钧儒…,罗隆基; 张澜; 沈钧儒; 张君劢,,,中国共产党,55
1444,person,chang-lan,张澜,791,1949-05-23,1949,张澜相关材料：CIA Reading Room cia-rdp82-00457r002800130003-8: POLITICAL INFORMATION: CHINA DEMOCRATIC LEAGUE MEMBERS' ESCAPE FROM SHANGHAI TO HONG KONG,**机密** **中央情报局** **情报报告** 报告编号：20X14 国家：中国/香港 分发日期：1949年5月23日 主题：政治情报：中国民主同盟 页数：1 民盟成员从上海逃往香港 来源：（略） 获取地点：（略） 报告日期：（略） 补充报告编号：（略） 1. 中国民主同盟执行委员会委员叶笃义，在险些遭国民党于上海逮捕后，于1949年5月20日与另一民盟成员樊璞斋化装抵达香港。,罗隆基; 张澜,民盟,上海; 香港,中国民主同盟; 国民党; 中国共产党,50
1445,person,chang-lan,张澜,728,1949-07-06,1949,张澜相关材料：Report from the Head of the Delegation of the Chinese Communist Party CC to Stalin,二、关于中国民主同盟及其他民主党派问题，我们拟就以下事项征求您的意见： （1）中国民主同盟（民盟）及其他民主党派在即将成立的新政权中的地位与作用； （2）如何对待民盟内部的不同派别，特别是罗隆基、张澜、沈钧儒等领导人的政治倾向； （3）民盟与中国共产党合作的历史经验及未来关系模式。 - 报告中所提“中国民主同盟”即“民盟”，为当时中国主要民主党派之一。,罗隆基; 张澜; 沈钧儒; 司徒雷登,民盟,,中国民主同盟; 国民党; 中国共产党,50
1446,person,chang-lan,张澜,655,1949-07-07,1949,北平接触与民盟人士沟通,该同盟在重庆、南京、上海、北平以及海外设有支部，约有200名成员。 1945年，在我党提出建立联合政府的口号以及国民党第六次全国代表大会召开后，该联合会正式公开。,罗隆基; 张澜; 黄炎培; 章伯钧; 张东荪; 蒋介石,政协; 马歇尔调处; 北平接触; 联合政府; 民盟,北平; 南京; 重庆; 上海; 香港,中国民主同盟; 国民党; 中国共产党; 政治协商会议,85
1447,person,chang-lan,张澜,423,1949-08-08,1949,北平接触与民盟人士沟通,**中央情报局 · 补充报告** **国家：** 中国 **主题：** 民盟会籍政策变更计划——罗隆基（Lo Lung-chi）与张澜（Chang Lan） **分发日期：** 1949 年 8 月 8 日 **页数：** 1 1. 目前正试图对中国民主同盟（CDL，简称民盟）进行改组。,罗隆基; 张澜; 蒋介石,北平接触; 民盟,北平; 上海,中国民主同盟; 中国共产党,85
1448,person,chang-lan,张澜,795,1949-08-08,1949,北平接触与民盟人士沟通,**机密** **中央情报局** **情报报告** 报告编号： **国家**：中国 **机密** **分发日期**：1949年8月8日 **主题**：中国民主同盟成员资格政策变更计划——罗隆基与张澜 **页数**：1页 信息来源： 1. 目前正试图改组中国民主同盟，该组织原为若干政党的联盟，拟将成员资格改为以个人为基础。,罗隆基; 张澜; 蒋介石,北平接触; 民盟,北平; 上海,中国民主同盟; 中国共产党,65
1449,person,chang-lan,张澜,424,1949-08-10,1949,北平接触与民盟人士沟通,**中央情报局报告** **信息来源：外国文件或无线电广播** **国家：** 中共控制区 **信息日期：** 1949年 **主题：** 人物志——中国左翼人士 **出版形式：** 日报 **出版地点：** 香港 **页数：** 4 **出版日期：** 1949年5月20日 **语言：** 中文 **本文件包含影响国家防务的信息** **此为未经评估的信息** **来源：** 《华商报》 **新政协筹备会代表名单** 北平（新华社1949年6月19日电）——新政治协商会议筹备会代表名单如下： 1. **中国民主…,罗隆基; 张澜; 沈钧儒; 黄炎培; 章伯钧; 史良; 张东荪; 周恩来,政协; 北平接触; 民盟,北平; 上海; 香港,中国民主同盟; 国民党; 中国共产党; 政治协商会议,85
1450,person,chang-lan,张澜,449,1949-10-01,1949,北平接触与民盟人士沟通,"75 | 1,030,572 | | 8 | 北平市 | 河北 | 707.",,北平接触,北平; 南京; 重庆; 上海; 沈阳; 满洲; 桂林; 天津,国民政府; 中国共产党; 美国国务院; 行政院,40
1451,person,chang-lan,张澜,426,1949-12-20,1949,北平接触与民盟人士沟通,**中央情报局 · 情报报告** （机密 / 管制 — 仅供美方官员） **国家：** 中国 **主题：** 罗隆基（Lo Lung-chi） **分发日期：** 1949 年 12 月 20 日 **页数：** 1 中国民主同盟领导人罗隆基（1896-1965，清华大学政治学博士、民盟宣传委员会主任）写道，他实际上已沦为北平的一名囚徒。 > 译注：本报告是 CIA 收到的关于罗隆基政治处境的早期情报之一。,罗隆基; 张澜,政协; 北平接触; 民盟,北平; 上海,中国民主同盟; 政治协商会议,85
1452,person,chang-lan,张澜,800,1950-01-05,1950,北平接触与民盟人士沟通,除中国民主建国会外，中共政府中的主要非中共政党为中国民主同盟、中国国民党革命委员会、全国各界救国联合会及中国致公党。 中国民主同盟在张澜领导下，现已成为中国共产党渗透的首要目标。,张澜,马歇尔调处; 北平接触; 联合政府; 民盟,北平,中国民主同盟; 国民党; 中国共产党,65
1453,person,chang-lan,张澜,454,1950-03-22,1950,北平接触与民盟人士沟通,**中国人民政治协商会议全国委员会** 该机构在全国政协闭会期间作为其常设委员会，负责监督政协决议的执行，向中央人民政府提出建议，协助政府动员人民参与国家建设，并指导统一战线工作。 同时，它负责筹备并召集下一届政协全体会议。,罗隆基; 张澜; 沈钧儒; 黄炎培; 章伯钧; 史良; 张东荪; 周恩来,政协; 北平接触; 民盟,北平; 南京; 上海; 香港; 天津,中国民主同盟; 国民党; 中国共产党; 政治协商会议,65
1454,person,chang-lan,张澜,427,1950-04-04,1950,北平接触与民盟人士沟通,**中央情报局 · 情报报告** 归还中央情报局图书馆 **国家：** 中国 **主题：** 张澜（Chang Lan） **分发日期：** 1950 年 4 月 4 日 **页数：** 1 中国民主同盟（CDL）年迈领袖、中央人民政府副主席张澜（CIA 原报告用语：「中国共产党政府副主席」），在毛泽东（MAO Tse-tung）自莫斯科返回时，被软禁于北平西郊西山。 其与民盟成员的接触受到严格监控。,张澜,北平接触; 民盟,北平,中国民主同盟; 中国共产党,85
1455,person,chang-lan,张澜,464,1952-01-19,1952,张澜相关材料：ORGANIZATION AND PERSONNEL OF UNITED FRONT DEPARTMENT OF SOUTH CHINA BUREAU,**国家** **主题** **地点** **获取时间** **信息日期** **26** **密级：机密** **批准发布：2025年1月4日** **档案编号：REPS2-00457RARIRPEOOp2-0** **情报报告——副本编号：** **中国** **分发日期：1952年1月19日** **华南局统战部组织与人事** **页数：7页** **附件数量：1份** **（见下文）** **本报告补充报告编号：** 华南局统一战线工作部直接隶属于中共中央统一战线工作部。该机构负责联络、监督和指导所有自由…,,,香港,国民党; 中国共产党,25
